Portal ID,Name Provided,THE Name,Country,Clinical applicable?,EDITED?,PPP / FX rate used 2013,Reason Not Ranked,Previous rank,RANK LABEL 2015–16 H,OVERALL SCORE 2015-16,TEACHING 2015-16,RESEARCH 2015-16,CITATIONS 2015-16,INDUSTRY 2015-16,INTERNAT 2015-16,Teaching Rank,Research Rank,Citations Rank,Industry Income Rank,International Outlook Rank,T3,IMPUTED T3?,T4,IMPUTED T4?,T1,IMPUTED T1?,T5,IMPUTED T5?,T2,IMPUTED T2?,R3,IMPUTED R3?,R2,IMPUTED R2?,R1,IMPUTED R1?,C1,IMPUTED C1?,E1,IMPUTED E1?,I2,IMPUTED I2?,I3,IMPUTED I3?,I1,IMPUTED I1?,Number of papers,Number of internat papers,FWCI citation score,FWCI citation score (country-norm),:clinical:academicStaff:international,EDITED?,:clinical:academicStaff:total,EDITED?,:clinical:academicStaff:women,EDITED?,:clinical:doctoralNewStudentIntake:total,EDITED?,:clinical:doctoratesAwarded:total,EDITED?, :clinical:institutionalIncome:total ,EDITED?,:clinical:masterDegreesAwarded:total,EDITED?,:clinical:masterNewStudentIntake:international,EDITED?,:clinical:masterNewStudentIntake:total,EDITED?,:clinical:masterNewStudentIntake:women,EDITED?, :clinical:researchIncome:industryAndCommerce ,EDITED?, :clinical:researchIncome:total ,EDITED?,:clinical:researchStaff:total,EDITED?,:clinical:students:international,EDITED?,:clinical:students:total,EDITED?,:clinical:students:women,EDITED?,:clinical:undergraduateDegreesAwarded:total,EDITED?,:clinical:undergraduateNewStudentIntake:international,EDITED?,:clinical:undergraduateNewStudentIntake:total,EDITED?,:clinical:undergraduateNewStudentIntake:women,EDITED?,SSR,Doc : ug,Doc : staff,Institutional Income per staff (provided currency),Institutional Income per staff PPP'd,Research Income per staff (provided currency),Research Income per staff (PPP'd),Industry Income per staff,Industry Income per staff (PPP'd),Internat Staff,Internat Students,Female students
i-57273593,Jiangsu University,Jiangsu University,China,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1114,136,12.03,17.95,70,,1736,,142,,16,,15,,202399756,,175,,15,,285,,170,,12020000,,34300000,,266,,269,,4574,,2460,,620,,91,,684,,467,,2.634792627,41.33333333,115.7333333,116589.7212,#REF!,19758.06452,#REF!,6923.963134,#REF!,0.040322581,0.058810669,0.537822475
i-23018004,Jilin University,Jilin University,China,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3780,781,7.03,7.98,46,,380,,239,,266,,202,,614642200,,1039,,22,,952,,624,,26910900,,132121800,,12,,501,,8267,,5062,,633,,69,,835,,587,,21.75526316,3.133663366,1.881188119,1617479.474,#REF!,347688.9474,#REF!,70818.15789,#REF!,0.121052632,0.060602395,0.61231402
i-50020953,Johannes Gutenberg University Mainz,Johannes Gutenberg University of Mainz,Germany,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4773,1919,70.59,68.8,25.15,,489.93,,140.78,,61,,301,,0,Edited,0,,29,,271.4,,179.2,,23672938,,52580268,,722.44,,401.6,,4361.9,,2382.35,,86,,0,,78.4,,19.4,,8.903108607,0.285714286,1.627674419,0,#REF!,107322.0011,#REF!,48319.02108,#REF!,0.051333864,0.09206997,0.546172539
i-97966291,Johannes Kepler University of Linz,Johannes Kepler University of Linz,Austria,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-44788493,Johns Hopkins University,Johns Hopkins University,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28698,9949,95.71,96.6,736,,3210,,1349,,197,,241,,0,Edited,656,,48,,261,,215,,244754364,,1145951776,Edited,2422,,418,,2617,,1889,,342,,6,,159,,146,,0.815264798,1.419087137,13.31950207,0,#REF!,356994.3227,#REF!,76247.46542,#REF!,0.229283489,0.159724876,0.721818877
i-61931931,Jordan University of Science and Technology,Jordan University of Science and Technology,Jordan,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,761,324,11.77,16.22,37,,753,,288,,102,,47,,56103644,,151,,46,,161,,88,,439332,,665295,Edited,753,,4254,,11523,,6937,,1836,,902,,2825,,1803,,15.30278884,39.06382979,16.0212766,74506.83134,#REF!,883.5258964,#REF!,583.4422311,#REF!,0.049136786,0.369174694,0.602013365
i-04026923,Joseph Fourier University,Joseph Fourier University,France,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3168,1103,76.98,80.35,12,,336,,0,,315,,241,,0,Edited,360,,12,,468,,0,,1048000,,8670000,,23,,253,,5733,,0,,582,,77,,2300,,0,,17.0625,2.414937759,1.394190871,0,#REF!,25803.57143,#REF!,3119.047619,#REF!,0.035714286,0.044130473,0
i-90809003,Juntendo University,Juntendo University,Japan,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3145,579,24.03,40.44,14,,1056,,255,,129,,152,,1.48212E+11,,62,,4,,94,,38,,2559117428,,4953563863,,50,,45,,3955,,2053,,720,,6,,783,,445,,3.745265152,4.736842105,6.947368421,140351954,#REF!,4690874.87,#REF!,2423406.655,#REF!,0.013257576,0.011378003,0.51908976
i-05871001,Justus Liebig University Giessen,Justus Liebig University Giessen,Germany,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2623,1033,60.24,55.31,6.5,,91.7,,22.5,,29,,159,,116425000,,311,,105,,456,,242,,3885000,,24138000,,50.41,,405,,2756,,1560,,311,,64,,415,,222,,30.05452563,1.955974843,0.57672956,1269629.226,#REF!,263227.9171,#REF!,42366.41221,#REF!,0.070883315,0.146952104,0.566037736
i-89392543,K.N.Toosi University of Technology,K.N. Toosi University of Technology,Iran Islamic Republic of,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-50418293,Kafrelsheikh University,Kafrelsheikh University,Egypt,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,163,,70,,58,,14,,133417320,,56,,0,,347,,163,,10052922,,10058638,,33,,0,,2622,,1678,,290,,0,,1157,,769,,16.08588957,20.71428571,11.64285714,818511.1656,#REF!,61709.43558,#REF!,61674.3681,#REF!,0,0,0.639969489
i-43032167,Kanazawa University,Kanazawa University,Japan,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3189,484,32.1,55.76,0,Edited,130,,13,,0,,0,Edited,26790933000,,0,,0,,0,,0,,8716000,,499510000,,33,,0,Edited,0,Edited,0,,0,Edited,0,,0,,0,,0,#DIV/0!,#DIV/0!,206084100,#REF!,3842384.615,#REF!,67046.15385,#REF!,0,#DIV/0!,#DIV/0!
i-29439461,Kansas State University,Kansas State University,United States,TRUE,,#REF!,Insufficient staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,62.35,,29.45,,117,,107,,386000821,,55,,1,,6,,3,,3346965,,13950841,,7.85,,31,,1150,,848,,2,,0,,5,,4,,18.44426624,0.018691589,0.58271028,6190871.227,#REF!,223750.4571,#REF!,53680.27265,#REF!,0.187650361,0.026956522,0.737391304
i-40723821,Kaohsiung Medical University,Kaohsiung Medical University,Taiwan,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3210,575,22.68,25.12,15,,461,,151,,47,,36,,1864178332,,250,,3,,299,,188,,46473372,,328451739,,22,,284,,5654,,3112,,983,,64,,1015,,570,,12.26464208,27.30555556,12.80555556,4043770.785,#REF!,712476.6573,#REF!,100809.9176,#REF!,0.032537961,0.050229926,0.550406792
i-38821594,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,Germany,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-94134154,Karolinska Institute,Karolinska Institute,Sweden,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16553,10024,91.65,83.63,62,,678,,308,,373,,306,,5796000000,,927,,491,,1170,,998,,292000000,,4805000000,,987,,1710,,7774,,5429,,849,,279,,1493,,1056,,11.4660767,2.774509804,2.215686275,8548672.566,#REF!,7087020.649,#REF!,430678.4661,#REF!,0.091445428,0.219963983,0.698353486
i-15905222,Kasetsart University,Kasetsart University,Thailand,TRUE,,#REF!,Too many missing datapoints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,41,,0,,13,,11,,41218490,,6,,3,,36,,12,,0,,6237315,,0,,3,,519,,182,,51,,0,,149,,49,,12.65853659,4.636363636,3.727272727,1005329.024,#REF!,152129.6341,#REF!,0,#REF!,0,0.005780347,0.350674374
i-14499434,Katholieke Universiteit Leuven,KU Leuven,Belgium,TRUE,,#REF!,,37,41,72.8,47.7,73.5,91.2,99.5,66.8,73,42,51,12,126,46.545,,61.609,,46.411,,57.234,,30.979,,99.886,,98.305,,62.542,,91.18,,99.498,,44.534,,98.452,,57.444,,10212,6456,95.42,86.94,15.5,,157.3,,39.5,,146.5,,77,,190492722.6,,887,,51.3,,92.8,,56.8,,35524602,,89741233.64,,184.2,,805.3,,6607.3,,4213.5,,681.5,,80.8,,949,,579.3,,42.0044501,8.850649351,2.042857143,1211015.401,#REF!,570510.0676,#REF!,225839.8093,#REF!,0.098537826,0.121880344,0.637703752
i-15055592,Kaunas University of Technology,Kaunas University of Technology,Lithuania,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-28686544,Kazakh Ablai Khan University of International Relations and World Languages,Kazakh Ablai Khan University of International Relations and World Languages,Kazakhstan,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-72643992,Kazakh-British Technical University (KBTU),Kazakh-British Technical University (KBTU),Kazakhstan,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-60540592,Kazakh National Technical University named after K. I. Satpayev,Kazakh National Technical University,Kazakhstan,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-61790593,Kazan Federal University,Kazan Federal University,Russian Federation,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,232,90,2.65,2.52,0,Edited,119,,54,,81,,7,,306200157,,0,,2,,54,,37,,0,Edited,253131063,,133,,295,,1634,,1111,,0,Edited,5,,586,,398,,13.73109244,0,17,2573110.563,#REF!,2127151.79,#REF!,0,#REF!,0,0.180538556,0.679926561
i-54705553,Keele University,Keele University,United Kingdom,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1100,410,57.21,40.88,18.67,,192.18,,109.14,,13.49,,13,,0,,55,,16.46,,33.53,,15.87,,295000,,8083000,,21.47,,240.37,,1932.51,,1313.06,,332,,46.14,,357.96,,271.35,,10.055729,25.53846154,14.78307692,0,#REF!,42059.52753,#REF!,1535.019253,#REF!,0.097148507,0.12438228,0.679458321
i-25126621,Keio University,Keio University,Japan,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4831,896,33.5,58.15,8,,799,,140,,93.4,,88.4,,61759963710,,12.4,,0.83,,19,,9.09,,2758919780,,6729907304,,166,,25.5,,1851,,692,,248,,2.83,,254,,119,,2.316645807,2.805429864,9.038461538,77296575.36,#REF!,8422912.771,#REF!,3452965.932,#REF!,0.010012516,0.013776337,0.373851972
i-90983582,Kent State University,Kent State University,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,881,113,38.43,25.36,0,Edited,0,Edited,0,,0,,0,Edited,0,Edited,0,,0,,0,,0,,0,Edited,0,Edited,0,Edited,0,Edited,0,Edited,0,,0,Edited,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-89411163,"Khalifa University of Science, Technology and Research","Khalifa University of Science, Technology and Research",United Arab Emirates,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-63401722,Khazar University,Khazar University,Azerbaijan,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-46140051,Khon Kaen University,Khon Kaen University,Thailand,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1266,557,24.35,25.48,6,,856,,505,,60,,33,Edited,5207023100,,397,,55,,414,,311,,106988342,,106988342,Edited,75,,122,,7806,,6749,,1034,,44,,1098,,752,,9.119158879,31.33333333,25.93939394,6082970.911,#REF!,124986.3808,#REF!,124986.3808,#REF!,0.007009346,0.015629003,0.86459134
i-95387823,King Abdulaziz University,King Abdulaziz University,Saudi Arabia,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1862,1410,41.53,55.31,364,,1093,,609,,0,,0,Edited,1700903318,,66,,94,,159,,147,,145342465,,169073728,,975,,369,,2923,,1913,,732,,182,,970,,662,,2.674290942,#DIV/0!,#DIV/0!,1556178.699,#REF!,154687.7658,#REF!,132975.7228,#REF!,0.333028362,0.126240164,0.654464591
i-11017609,King Fahd University of Petroleum & Minerals,King Fahd University of Petroleum and Minerals,Saudi Arabia,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-81412617,King Mongkut's University of Technology North Bangkok,King Mongkut's University of Technology North Bangkok,Thailand,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-91734814,King Mongkutâ€™s University of Technology Thonburi,King Mongkut’s University of Technology Thonburi,Thailand,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-78502871,King Saud University,King Saud University,Saudi Arabia,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4082,2583,33.97,43.7,0,Edited,848,,0,,47,,7,,0,Edited,0,,0,,0,,0,,45000000,,98000000,,152,,0,Edited,6046,,0,,997,,0,,0,,0,,7.129716981,142.4285714,121.1428571,0,#REF!,115566.0377,#REF!,53066.03774,#REF!,0,0,0
i-56928712,Kingston University,Kingston University,United Kingdom,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,396,157,44.99,27.6,18.7,,135.49,,94.08,,0.5,,6,,0,,87,,51.68,,80.21,,50.25,,0,,218000,,2.29,,919.88,,2737.11,,1913.63,,480.85,,159.49,,612.79,,418.73,,20.20156469,80.14166667,22.58166667,0,#REF!,1608.974832,#REF!,0,#REF!,0.138017566,0.336077103,0.699142526
i-27192485,Kingâ€™s College London,King’s College London,United Kingdom,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13496,7029,96.67,95.92,225.5,,855.46,,381.69,,27.02,,239,,0,,791,,335.05,,681.61,,472.56,,9685000,,121769000,,102.45,,1884.5,,7665.2,,5317.72,,1246,,161.83,,949.62,,665.22,,8.960325439,5.213389121,3.579330544,0,#REF!,142343.3007,#REF!,11321.39434,#REF!,0.26360087,0.24585138,0.693748369
i-58944492,Kinki University,Kinki University,Japan,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2243,297,33.79,58.59,0,Edited,1032,,0,,20,,42,,0,Edited,0,,0,,0,,0,,1233726558,,1416724974,,1,,0,Edited,1816,,0,,284,,0,,0,,0,,1.759689922,6.761904762,24.57142857,0,#REF!,1372795.517,#REF!,1195471.471,#REF!,0,0,0
i-83496161,Kobe University,Kobe University,Japan,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2737,456,19.4,31.12,8.5,,533,,95.5,,117,,132,,39855737345,,79,,3,,82,,37,,1922783450,,5014927747,,12.5,,72,,2018,,1026,,254,,0,,282,,175,,3.786116323,1.924242424,4.037878788,74776242.67,#REF!,9408870.069,#REF!,3607473.64,#REF!,0.015947467,0.03567889,0.508424182
i-08875012,Kocaeli University,Kocaeli University,Turkey,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,899,88,3.49,6,0,Edited,495,,263,,0,,0,Edited,262650.13,,2,,0,,3,,2,,30000,,848092,,0,Edited,45,,1807,,1391,,335,,15,,608,,456,,3.650505051,#DIV/0!,#DIV/0!,530.6063232,#REF!,1713.317172,#REF!,60.60606061,#REF!,0,0.024903154,0.769784173
